constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mclaren,mercedes,26.1,lando-norris,1,pirelli,4
aston-martin,mercedes,24.7,fernando-alonso,2,pirelli,14
red-bull,honda-rbpt,15.8,sergio-perez,3,pirelli,11
red-bull,honda-rbpt,6,max-verstappen,4,pirelli,1
alphatauri,honda-rbpt,4,yuki-tsunoda,5,pirelli,22
