id,round,date,grandPrixId,officialName,qualifyingFormat,sprintQualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1099,20,2023-11-05,sao-paulo,Formula 1 Rolex Grande Prêmio de São Paulo 2023,KNOCKOUT,SPRINT_SHOOTOUT,interlagos,RACE,ANTI_CLOCKWISE,4.309,15,71,305.879
