engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,782
mercedes,mercedes,2,382
ferrari,ferrari,3,362
mercedes,mclaren,4,282
mercedes,aston-martin,5,261
renault,alpine,6,108
mercedes,williams,7,28
honda-rbpt,alphatauri,8,21
ferrari,alfa-romeo,9,16
ferrari,haas,10,12
