time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:09.050,mercedes,mercedes,,,31,lewis-hamilton,1,pirelli,44
1:09.417,red-bull,honda,+0.367,+0.367,22,max-verstappen,2,pirelli,33
1:09.492,red-bull,honda,+0.075,+0.442,28,sergio-perez,3,pirelli,11
1:09.567,mercedes,mercedes,+0.075,+0.517,30,valtteri-bottas,4,pirelli,77
1:09.880,alphatauri,honda,+0.313,+0.830,32,pierre-gasly,5,pirelli,10
1:10.124,ferrari,ferrari,+0.244,+1.074,31,carlos-sainz-jr,6,pirelli,55
1:10.142,ferrari,ferrari,+0.018,+1.092,32,charles-leclerc,7,pirelli,16
1:10.145,alpine,renault,+0.003,+1.095,27,esteban-ocon,8,pirelli,31
1:10.201,alpine,renault,+0.056,+1.151,26,fernando-alonso,9,pirelli,14
1:10.352,aston-martin,mercedes,+0.151,+1.302,27,lance-stroll,10,pirelli,18
1:10.374,alphatauri,honda,+0.022,+1.324,33,yuki-tsunoda,11,pirelli,22
1:10.413,aston-martin,mercedes,+0.039,+1.363,28,sebastian-vettel,12,pirelli,5
1:10.443,alfa-romeo,ferrari,+0.030,+1.393,31,kimi-raikkonen,13,pirelli,7
1:10.587,alfa-romeo,ferrari,+0.144,+1.537,31,antonio-giovinazzi,14,pirelli,99
1:10.610,mclaren,mercedes,+0.023,+1.560,27,lando-norris,15,pirelli,4
1:10.885,haas,ferrari,+0.275,+1.835,27,mick-schumacher,16,pirelli,47
1:10.902,williams,mercedes,+0.017,+1.852,23,nicholas-latifi,17,pirelli,6
1:10.938,williams,mercedes,+0.036,+1.888,24,george-russell,18,pirelli,63
1:10.990,mclaren,mercedes,+0.052,+1.940,25,daniel-ricciardo,19,pirelli,3
1:11.342,haas,ferrari,+0.352,+2.292,28,nikita-mazepin,20,pirelli,9
