time,constructorId,gridPosition,engineManufacturerId,timePenalty,interval,laps,gap,driverId,reasonRetired,position,points,tyreManufacturerId,driverNumber
29:09.559,mercedes,2,mercedes,,,24,,valtteri-bottas,,1,3,pirelli,77
29:10.729,red-bull,1,honda,,+1.170,24,+1.170,max-verstappen,,2,2,pirelli,33
29:28.282,ferrari,5,ferrari,,+17.553,24,+18.723,carlos-sainz-jr,,3,1,pirelli,55
29:29.346,red-bull,3,honda,,+1.064,24,+19.787,sergio-perez,,4,,pirelli,11
29:30.431,mercedes,20,mercedes,,+1.085,24,+20.872,lewis-hamilton,,5,,pirelli,44
29:32.117,mclaren,7,mercedes,,+1.686,24,+22.558,lando-norris,,6,,pirelli,4
29:34.615,ferrari,6,ferrari,,+2.498,24,+25.056,charles-leclerc,,7,,pirelli,16
29:43.717,alphatauri,4,honda,,+9.102,24,+34.158,pierre-gasly,,8,,pirelli,10
29:44.191,alpine,10,renault,,+0.474,24,+34.632,esteban-ocon,,9,,pirelli,31
29:44.426,aston-martin,11,mercedes,,+0.235,24,+34.867,sebastian-vettel,,10,,pirelli,5
29:45.428,mclaren,8,mercedes,,+1.002,24,+35.869,daniel-ricciardo,,11,,pirelli,3
29:46.137,alpine,9,renault,,+0.709,24,+36.578,fernando-alonso,,12,,pirelli,14
29:51.439,alfa-romeo,14,ferrari,,+5.302,24,+41.880,antonio-giovinazzi,,13,,pirelli,99
29:53.596,aston-martin,15,mercedes,,+2.157,24,+44.037,lance-stroll,,14,,pirelli,18
29:55.709,alphatauri,12,honda,,+2.113,24,+46.150,yuki-tsunoda,,15,,pirelli,22
29:56.319,williams,16,mercedes,,+0.610,24,+46.760,nicholas-latifi,,16,,pirelli,6
29:57.298,williams,17,mercedes,,+0.979,24,+47.739,george-russell,,17,,pirelli,63
29:59.573,alfa-romeo,13,ferrari,,+2.275,24,+50.014,kimi-raikkonen,,18,,pirelli,7
30:11.239,haas,18,ferrari,,+11.666,24,+1:01.680,mick-schumacher,,19,,pirelli,47
30:17.033,haas,19,ferrari,,+5.794,24,+1:07.474,nikita-mazepin,,20,,pirelli,9
