engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,521.5
honda,red-bull,2,510.5
ferrari,ferrari,3,287.5
mercedes,mclaren,4,256
renault,alpine,5,112
honda,alphatauri,6,112
mercedes,aston-martin,7,68
mercedes,williams,8,23
ferrari,alfa-romeo,9,11
ferrari,haas,10,0
