time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:08.372,red-bull,honda,,max-verstappen,1,pirelli,33
1:08.469,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:08.483,red-bull,honda,,sergio-perez,3,pirelli,11
1:08.777,alphatauri,honda,,pierre-gasly,4,pirelli,10
1:08.826,ferrari,ferrari,,carlos-sainz-jr,5,pirelli,55
1:08.960,ferrari,ferrari,,charles-leclerc,6,pirelli,16
1:08.980,mclaren,mercedes,,lando-norris,7,pirelli,4
1:09.039,mclaren,mercedes,,daniel-ricciardo,8,pirelli,3
1:09.113,alpine,renault,,fernando-alonso,9,pirelli,14
1:09.189,alpine,renault,,esteban-ocon,10,pirelli,31
1:09.399,aston-martin,mercedes,,sebastian-vettel,11,pirelli,5
1:09.483,alphatauri,honda,,yuki-tsunoda,12,pirelli,22
1:09.503,alfa-romeo,ferrari,,kimi-raikkonen,13,pirelli,7
1:10.227,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
1:09.663,aston-martin,mercedes,,lance-stroll,15,pirelli,18
1:09.897,williams,mercedes,,nicholas-latifi,16,pirelli,6
1:09.953,williams,mercedes,,george-russell,17,pirelli,63
1:10.329,haas,ferrari,,mick-schumacher,18,pirelli,47
1:10.589,haas,ferrari,,nikita-mazepin,19,pirelli,9
,mercedes,mercedes,,lewis-hamilton,20,pirelli,44
