constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,36.8,lewis-hamilton,1,pirelli,44
red-bull,honda,21.6,max-verstappen,2,pirelli,33
mclaren,mercedes,6.4,lando-norris,3,pirelli,4
haas,ferrari,5.3,nikita-mazepin,4,pirelli,9
alphatauri,honda,3.4,pierre-gasly,5,pirelli,10
