time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:38.788,mercedes,mercedes,,,george-russell,1,pirelli,56,63
1:39.541,red-bull,rbpt,+0.753,+0.753,max-verstappen,2,pirelli,37,1
1:39.563,red-bull,rbpt,+0.022,+0.775,sergio-perez,3,pirelli,44,11
1:39.731,ferrari,ferrari,+0.168,+0.943,charles-leclerc,4,pirelli,37,16
1:39.830,mercedes,mercedes,+0.099,+1.042,lewis-hamilton,5,pirelli,45,44
1:41.243,alpine,renault,+1.413,+2.455,esteban-ocon,6,pirelli,49,31
1:41.322,mclaren,mercedes,+0.079,+2.534,lando-norris,7,pirelli,49,4
1:41.538,aston-martin,mercedes,+0.216,+2.750,sebastian-vettel,8,pirelli,39,5
1:41.674,alphatauri,rbpt,+0.136,+2.886,pierre-gasly,9,pirelli,55,10
1:41.804,alpine,renault,+0.130,+3.016,fernando-alonso,10,pirelli,51,14
1:42.206,alphatauri,rbpt,+0.402,+3.418,yuki-tsunoda,11,pirelli,36,22
1:42.320,haas,ferrari,+0.114,+3.532,mick-schumacher,12,pirelli,55,47
1:42.394,alfa-romeo,ferrari,+0.074,+3.606,guanyu-zhou,13,pirelli,39,24
1:42.420,mclaren,mercedes,+0.026,+3.632,daniel-ricciardo,14,pirelli,55,3
1:42.471,williams,mercedes,+0.051,+3.683,alexander-albon,15,pirelli,46,23
1:42.546,haas,ferrari,+0.075,+3.758,kevin-magnussen,16,pirelli,35,20
1:43.080,aston-martin,mercedes,+0.534,+4.292,lance-stroll,17,pirelli,3,18
1:43.391,alfa-romeo,ferrari,+0.311,+4.603,valtteri-bottas,18,pirelli,4,77
1:43.485,williams,mercedes,+0.094,+4.697,nicholas-latifi,19,pirelli,54,6
