time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
25.321,williams,mercedes,1,nicholas-latifi,1,pirelli,5,6
24.624,williams,mercedes,1,alexander-albon,2,pirelli,9,23
27.326,alfa-romeo,ferrari,1,guanyu-zhou,3,pirelli,9,24
25.013,alfa-romeo,ferrari,1,valtteri-bottas,4,pirelli,10,77
23.688,alphatauri,rbpt,1,yuki-tsunoda,5,pirelli,10,22
26.206,mclaren,mercedes,1,daniel-ricciardo,6,pirelli,10,3
23.670,alphatauri,rbpt,1,pierre-gasly,7,pirelli,11,10
24.362,mercedes,mercedes,1,lewis-hamilton,8,pirelli,12,44
23.866,red-bull,rbpt,1,max-verstappen,9,pirelli,13,1
30.038,mercedes,mercedes,1,george-russell,10,pirelli,13,63
23.403,red-bull,rbpt,1,sergio-perez,11,pirelli,14,11
24.026,mclaren,mercedes,1,lando-norris,12,pirelli,14,4
25.417,aston-martin,mercedes,1,lance-stroll,13,pirelli,15,18
24.314,ferrari,ferrari,1,charles-leclerc,14,pirelli,18,16
24.307,aston-martin,mercedes,1,sebastian-vettel,15,pirelli,18,5
23.870,alpine,renault,1,fernando-alonso,16,pirelli,18,14
24.816,alpine,renault,1,esteban-ocon,17,pirelli,18,31
25.209,haas,ferrari,1,mick-schumacher,18,pirelli,18,47
29.039,haas,ferrari,1,kevin-magnussen,19,pirelli,18,20
24.311,williams,mercedes,2,alexander-albon,20,pirelli,18,23
24.195,williams,mercedes,2,nicholas-latifi,21,pirelli,18,6
39.707,alpine,renault,2,fernando-alonso,22,pirelli,22,14
25.015,alfa-romeo,ferrari,2,guanyu-zhou,23,pirelli,23,24
28.918,alphatauri,rbpt,2,pierre-gasly,24,pirelli,32,10
23.241,alphatauri,rbpt,2,yuki-tsunoda,25,pirelli,33,22
24.651,haas,ferrari,2,mick-schumacher,26,pirelli,33,47
24.135,mercedes,mercedes,2,lewis-hamilton,27,pirelli,34,44
23.702,mclaren,mercedes,2,lando-norris,28,pirelli,34,4
32.254,red-bull,rbpt,2,max-verstappen,29,pirelli,35,1
23.755,ferrari,ferrari,2,charles-leclerc,30,pirelli,35,16
24.436,mclaren,mercedes,2,daniel-ricciardo,31,pirelli,35,3
24.509,mercedes,mercedes,2,george-russell,32,pirelli,36,63
24.801,red-bull,rbpt,2,sergio-perez,33,pirelli,38,11
38.157,aston-martin,mercedes,2,sebastian-vettel,34,pirelli,41,5
24.711,alpine,renault,2,esteban-ocon,35,pirelli,45,31
23.947,mercedes,mercedes,3,george-russell,36,pirelli,54,63
