q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:35.297,ferrari,1:35.590,ferrari,,,1:34.356,carlos-sainz-jr,14,1,pirelli,55
1:35.795,ferrari,1:35.246,ferrari,+0.065,+0.065,1:34.421,charles-leclerc,14,2,pirelli,16
1:35.864,red-bull,1:35.294,rbpt,+0.027,+0.092,1:34.448,max-verstappen,15,3,pirelli,1
1:36.163,red-bull,1:35.864,rbpt,+0.197,+0.289,1:34.645,sergio-perez,12,4,pirelli,11
1:36.148,mercedes,1:35.732,mercedes,+0.302,+0.591,1:34.947,lewis-hamilton,18,5,pirelli,44
1:36.195,mercedes,1:35.692,mercedes,+0.041,+0.632,1:34.988,george-russell,19,6,pirelli,63
1:36.860,aston-martin,1:36.032,mercedes,+0.610,+1.242,1:35.598,lance-stroll,15,7,pirelli,18
1:36.465,mclaren,1:36.341,mercedes,+0.092,+1.334,1:35.690,lando-norris,18,8,pirelli,4
1:36.446,alpine,1:35.988,renault,+0.186,+1.520,1:35.876,fernando-alonso,17,9,pirelli,14
1:36.746,alfa-romeo,1:36.321,ferrari,+0.443,+1.963,1:36.319,valtteri-bottas,18,10,pirelli,77
1:36.932,williams,1:36.368,mercedes,,,,alexander-albon,15,11,pirelli,23
1:36.695,aston-martin,1:36.398,mercedes,,,,sebastian-vettel,12,12,pirelli,5
1:36.577,alphatauri,1:36.740,rbpt,,,,pierre-gasly,11,13,pirelli,10
1:36.656,alfa-romeo,1:36.970,ferrari,,,,guanyu-zhou,15,14,pirelli,24
1:36.808,alphatauri,1:37.147,rbpt,,,,yuki-tsunoda,12,15,pirelli,22
1:36.949,haas,,ferrari,,,,kevin-magnussen,8,16,pirelli,20
1:37.046,mclaren,,mercedes,,,,daniel-ricciardo,6,17,pirelli,3
1:37.068,alpine,,renault,,,,esteban-ocon,6,18,pirelli,31
1:37.111,haas,,ferrari,,,,mick-schumacher,8,19,pirelli,47
1:37.244,williams,,mercedes,,,,nicholas-latifi,8,20,pirelli,6
