time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:35.825,red-bull,rbpt,,,22,max-verstappen,1,pirelli,1
1:36.145,ferrari,ferrari,+0.320,+0.320,18,charles-leclerc,2,pirelli,16
1:36.271,ferrari,ferrari,+0.126,+0.446,24,carlos-sainz-jr,3,pirelli,55
1:36.397,red-bull,rbpt,+0.126,+0.572,20,sergio-perez,4,pirelli,11
1:36.401,mercedes,mercedes,+0.004,+0.576,17,lewis-hamilton,5,pirelli,44
1:36.928,alpine,renault,+0.527,+1.103,14,fernando-alonso,6,pirelli,14
1:37.064,mercedes,mercedes,+0.136,+1.239,21,george-russell,7,pirelli,63
1:37.151,aston-martin,mercedes,+0.087,+1.326,19,sebastian-vettel,8,pirelli,5
1:37.215,aston-martin,mercedes,+0.064,+1.390,20,lance-stroll,9,pirelli,18
1:37.290,alphatauri,rbpt,+0.075,+1.465,18,pierre-gasly,10,pirelli,10
1:37.310,alfa-romeo,ferrari,+0.020,+1.485,23,valtteri-bottas,11,pirelli,77
1:37.449,mclaren,mercedes,+0.139,+1.624,19,lando-norris,12,pirelli,4
1:37.468,alpine,renault,+0.019,+1.643,18,esteban-ocon,13,pirelli,31
1:37.519,haas,ferrari,+0.051,+1.694,21,kevin-magnussen,14,pirelli,20
1:37.622,mclaren,mercedes,+0.103,+1.797,16,daniel-ricciardo,15,pirelli,3
1:37.888,alphatauri,rbpt,+0.266,+2.063,19,yuki-tsunoda,16,pirelli,22
1:37.904,williams,mercedes,+0.016,+2.079,18,alexander-albon,17,pirelli,23
1:38.028,williams,mercedes,+0.124,+2.203,18,nicholas-latifi,18,pirelli,6
1:38.132,haas,ferrari,+0.104,+2.307,12,mick-schumacher,19,pirelli,47
1:39.735,alfa-romeo,ferrari,+1.603,+3.910,3,guanyu-zhou,20,pirelli,24
