time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:36.857,ferrari,ferrari,,,19,carlos-sainz-jr,1,pirelli,55
1:37.081,red-bull,rbpt,+0.224,+0.224,15,max-verstappen,2,pirelli,1
1:37.332,mercedes,mercedes,+0.251,+0.475,20,lewis-hamilton,3,pirelli,44
1:37.460,aston-martin,mercedes,+0.128,+0.603,23,lance-stroll,4,pirelli,18
1:37.515,red-bull,rbpt,+0.055,+0.658,19,sergio-perez,5,pirelli,11
1:37.713,alpine,renault,+0.198,+0.856,25,fernando-alonso,6,pirelli,14
1:37.802,mercedes,mercedes,+0.089,+0.945,23,george-russell,7,pirelli,63
1:37.810,alphatauri,rbpt,+0.008,+0.953,24,pierre-gasly,8,pirelli,10
1:37.856,mclaren,mercedes,+0.046,+0.999,23,lando-norris,9,pirelli,4
1:38.041,aston-martin,mercedes,+0.185,+1.184,25,sebastian-vettel,10,pirelli,5
1:38.102,alpine,renault,+0.061,+1.245,24,esteban-ocon,11,pirelli,31
1:38.276,alfa-romeo,ferrari,+0.174,+1.419,21,guanyu-zhou,12,pirelli,24
1:38.422,williams,mercedes,+0.146,+1.565,21,alexander-albon,13,pirelli,23
1:38.898,alphatauri,rbpt,+0.476,+2.041,23,yuki-tsunoda,14,pirelli,22
1:38.922,haas,ferrari,+0.024,+2.065,20,mick-schumacher,15,pirelli,47
1:38.951,ferrari,ferrari,+0.029,+2.094,21,robert-shwartzman,16,pirelli,39
1:39.911,mclaren,mercedes,+0.960,+3.054,21,alex-palou,17,pirelli,28
1:40.175,alfa-romeo,ferrari,+0.264,+3.318,19,theo-pourchaire,18,pirelli,98
1:40.325,williams,mercedes,+0.150,+3.468,23,logan-sargeant,19,pirelli,45
1:43.063,haas,ferrari,+2.738,+6.206,4,antonio-giovinazzi,20,pirelli,99
