engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,656
ferrari,ferrari,2,469
mercedes,mercedes,3,416
renault,alpine,4,149
mercedes,mclaren,5,138
ferrari,alfa-romeo,6,52
mercedes,aston-martin,7,49
ferrari,haas,8,36
rbpt,alphatauri,9,35
mercedes,williams,10,8
