id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,constructorsChampionshipDecider
1076,19,2022-10-23,united-states,Formula 1 Aramco United States Grand Prix 2022,KNOCKOUT,austin,RACE,ANTI_CLOCKWISE,5.513,20,56,308.405,True
