constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
aston-martin,mercedes,18.4,sebastian-vettel,1,pirelli,5
mercedes,mercedes,18,lewis-hamilton,2,pirelli,44
alpine,renault,15,fernando-alonso,3,pirelli,14
ferrari,ferrari,10.3,charles-leclerc,4,pirelli,16
red-bull,rbpt,10.2,max-verstappen,5,pirelli,1
