stop,driverId,constructorId,pit_stop_lap_position,pit_stop_lap,pit_stop_1,pit_stop_2,pit_stop_3
3,alexander-albon,red-bull,29,56,0,0,56
3,lando-norris,mclaren,30,56,0,0,56
3,charles-leclerc,ferrari,31,56,0,0,56
3,carlos-sainz-jr,mclaren,33,56,0,0,56
3,daniil-kvyat,alphatauri,35,56,0,0,56
3,sebastian-vettel,ferrari,36,56,0,0,56
3,nicholas-latifi,williams,37,56,0,0,56
3,antonio-giovinazzi,alfa-romeo,38,56,0,0,56
