driverId,position,points
lewis-hamilton,1,190
valtteri-bottas,2,135
max-verstappen,3,110
lando-norris,4,65
alexander-albon,5,63
lance-stroll,6,57
daniel-ricciardo,7,53
charles-leclerc,8,49
sergio-perez,9,44
pierre-gasly,10,43
carlos-sainz-jr,11,41
esteban-ocon,12,30
sebastian-vettel,13,17
daniil-kvyat,14,10
nico-hulkenberg,15,6
kimi-raikkonen,16,2
antonio-giovinazzi,17,2
kevin-magnussen,18,1
nicholas-latifi,19,0
george-russell,20,0
romain-grosjean,21,0
