time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:16.989,mercedes,mercedes,,,28,valtteri-bottas,1,pirelli,77
1:17.196,mercedes,mercedes,+0.207,+0.207,29,lewis-hamilton,2,pirelli,44
1:17.235,red-bull,honda,+0.039,+0.246,25,max-verstappen,3,pirelli,33
1:17.971,red-bull,honda,+0.736,+0.982,28,alexander-albon,4,pirelli,23
1:18.039,renault,renault,+0.068,+1.050,32,daniel-ricciardo,5,pirelli,3
1:18.115,renault,renault,+0.076,+1.126,29,esteban-ocon,6,pirelli,31
1:18.198,racing-point,bwt-mercedes,+0.083,+1.209,34,sergio-perez,7,pirelli,11
1:18.244,alphatauri,honda,+0.046,+1.255,30,pierre-gasly,8,pirelli,10
1:18.385,alfa-romeo,ferrari,+0.141,+1.396,38,kimi-raikkonen,9,pirelli,7
1:18.400,ferrari,ferrari,+0.015,+1.411,27,charles-leclerc,10,pirelli,16
1:18.462,racing-point,bwt-mercedes,+0.062,+1.473,37,lance-stroll,11,pirelli,18
1:18.498,ferrari,ferrari,+0.036,+1.509,39,sebastian-vettel,12,pirelli,5
1:18.651,mclaren,renault,+0.153,+1.662,32,carlos-sainz-jr,13,pirelli,55
1:18.658,mclaren,renault,+0.007,+1.669,9,lando-norris,14,pirelli,4
1:18.736,alphatauri,honda,+0.078,+1.747,33,daniil-kvyat,15,pirelli,26
1:18.843,williams,mercedes,+0.107,+1.854,33,george-russell,16,pirelli,63
1:18.944,alfa-romeo,ferrari,+0.101,+1.955,35,antonio-giovinazzi,17,pirelli,99
1:18.983,williams,mercedes,+0.039,+1.994,31,nicholas-latifi,18,pirelli,6
1:19.113,haas,ferrari,+0.130,+2.124,32,kevin-magnussen,19,pirelli,20
1:19.257,haas,ferrari,+0.144,+2.268,5,romain-grosjean,20,pirelli,8
