time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:28.391,mclaren,mercedes,,,lando-norris,1,pirelli,44,4
1:28.836,mercedes,mercedes,+0.445,+0.445,george-russell,2,pirelli,48,63
1:28.879,ferrari,ferrari,+0.043,+0.488,carlos-sainz-jr,3,pirelli,50,55
1:28.972,red-bull,rbpt,+0.093,+0.581,sergio-perez,4,pirelli,52,11
1:29.333,alpine,renault,+0.361,+0.942,esteban-ocon,5,pirelli,45,31
1:29.392,red-bull,rbpt,+0.059,+1.001,max-verstappen,6,pirelli,54,1
1:29.489,alphatauri,rbpt,+0.097,+1.098,yuki-tsunoda,7,pirelli,40,22
1:29.600,alfa-romeo,ferrari,+0.111,+1.209,guanyu-zhou,8,pirelli,53,24
1:29.620,aston-martin,mercedes,+0.020,+1.229,lance-stroll,9,pirelli,42,18
1:29.719,ferrari,ferrari,+0.099,+1.328,charles-leclerc,10,pirelli,48,16
1:29.788,mercedes,mercedes,+0.069,+1.397,lewis-hamilton,11,pirelli,42,44
1:29.833,haas,ferrari,+0.045,+1.442,mick-schumacher,12,pirelli,39,47
1:29.939,williams,mercedes,+0.106,+1.548,alexander-albon,13,pirelli,40,23
1:30.309,williams,mercedes,+0.370,+1.918,nicholas-latifi,14,pirelli,45,6
1:30.312,aston-martin,mercedes,+0.003,+1.921,sebastian-vettel,15,pirelli,35,5
1:30.352,alfa-romeo,ferrari,+0.040,+1.961,valtteri-bottas,16,pirelli,47,77
1:30.579,alpine,renault,+0.227,+2.188,fernando-alonso,17,pirelli,24,14
1:30.785,mclaren,mercedes,+0.206,+2.394,daniel-ricciardo,18,pirelli,45,3
1:31.081,alphatauri,rbpt,+0.296,+2.690,pierre-gasly,19,pirelli,16,10
1:31.158,haas,ferrari,+0.077,+2.767,kevin-magnussen,20,pirelli,40,20
