id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1079,22,2022-11-20,abu-dhabi,Formula 1 Etihad Airways Abu Dhabi Grand Prix 2022,KNOCKOUT,yas-marina,RACE,ANTI_CLOCKWISE,5.281,16,58,306.183
