id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance,scheduledLaps,scheduledDistance
1093,14,2023-09-03,italy,Formula 1 Pirelli Gran Premio d'Italia 2023,KNOCKOUT,monza,RACE,CLOCKWISE,5.793,11,51,295.134,53,306.72
