engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,583
mercedes,mercedes,2,273
ferrari,ferrari,3,228
mercedes,aston-martin,4,217
mercedes,mclaren,5,115
renault,alpine,6,73
mercedes,williams,7,21
ferrari,haas,8,11
ferrari,alfa-romeo,9,10
honda-rbpt,alphatauri,10,3
