constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,31.5,carlos-sainz-jr,1,pirelli,55
red-bull,honda-rbpt,14.8,sergio-perez,2,pirelli,11
red-bull,honda-rbpt,13.3,max-verstappen,3,pirelli,1
williams,mercedes,10.7,alexander-albon,4,pirelli,23
ferrari,ferrari,6,charles-leclerc,5,pirelli,16
