engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,822
mercedes,mercedes,2,392
ferrari,ferrari,3,388
mercedes,mclaren,4,284
mercedes,aston-martin,5,273
renault,alpine,6,120
mercedes,williams,7,28
honda-rbpt,alphatauri,8,21
ferrari,alfa-romeo,9,16
ferrari,haas,10,12
