constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,21.6,charles-leclerc,1,pirelli,16
red-bull,honda-rbpt,19.1,sergio-perez,2,pirelli,11
mclaren,mercedes,13.4,oscar-piastri,3,pirelli,81
red-bull,honda-rbpt,13,max-verstappen,4,pirelli,1
mercedes,mercedes,6.2,lewis-hamilton,5,pirelli,44
