id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1100,21,2023-11-18,las-vegas,Formula 1 Heineken Silver Las Vegas Grand Prix 2023,KNOCKOUT,las-vegas,STREET,ANTI_CLOCKWISE,6.201,17,50,309.958
