time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:03.720,red-bull,honda,,max-verstappen,1,pirelli,33
1:03.768,mclaren,mercedes,,lando-norris,2,pirelli,4
1:03.990,red-bull,honda,,sergio-perez,3,pirelli,11
1:04.014,mercedes,mercedes,,lewis-hamilton,4,pirelli,44
1:04.049,mercedes,mercedes,,valtteri-bottas,5,pirelli,77
1:04.107,alphatauri,honda,,pierre-gasly,6,pirelli,10
1:04.273,alphatauri,honda,,yuki-tsunoda,7,pirelli,22
1:04.591,williams,mercedes,,george-russell,8,pirelli,63
1:04.618,aston-martin,mercedes,,lance-stroll,9,pirelli,18
1:04.559,ferrari,ferrari,,carlos-sainz-jr,10,pirelli,55
1:04.570,aston-martin,mercedes,3,sebastian-vettel,11,pirelli,5
1:04.600,ferrari,ferrari,,charles-leclerc,12,pirelli,16
1:04.719,mclaren,mercedes,,daniel-ricciardo,13,pirelli,3
1:04.856,alpine,renault,,fernando-alonso,14,pirelli,14
1:05.083,alfa-romeo,ferrari,,antonio-giovinazzi,15,pirelli,99
1:05.009,alfa-romeo,ferrari,,kimi-raikkonen,16,pirelli,7
1:05.051,alpine,renault,,esteban-ocon,17,pirelli,31
1:05.195,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:05.427,haas,ferrari,,mick-schumacher,19,pirelli,47
1:05.951,haas,ferrari,,nikita-mazepin,20,pirelli,9
