time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
21.129,alfa-romeo,ferrari,1,antonio-giovinazzi,1,pirelli,1,99
21.145,alphatauri,honda,1,yuki-tsunoda,2,pirelli,12,22
22.564,alphatauri,honda,1,pierre-gasly,3,pirelli,13,10
21.391,aston-martin,mercedes,1,lance-stroll,4,pirelli,14,18
21.086,aston-martin,mercedes,1,sebastian-vettel,5,pirelli,17,5
22.000,haas,ferrari,1,nikita-mazepin,6,pirelli,27,9
21.151,mclaren,mercedes,1,daniel-ricciardo,7,pirelli,29,3
27.122,alfa-romeo,ferrari,2,antonio-giovinazzi,8,pirelli,29,99
26.474,mclaren,mercedes,1,lando-norris,9,pirelli,30,4
21.071,mercedes,mercedes,1,valtteri-bottas,10,pirelli,30,77
21.606,williams,mercedes,1,george-russell,11,pirelli,30,63
21.005,mercedes,mercedes,1,lewis-hamilton,12,pirelli,31,44
21.090,red-bull,honda,1,max-verstappen,13,pirelli,32,33
21.735,red-bull,honda,1,sergio-perez,14,pirelli,32,11
22.663,alpine,renault,1,fernando-alonso,15,pirelli,32,14
21.152,williams,mercedes,1,nicholas-latifi,16,pirelli,33,6
21.143,ferrari,ferrari,1,charles-leclerc,17,pirelli,34,16
21.798,haas,ferrari,1,mick-schumacher,18,pirelli,34,47
21.896,alfa-romeo,ferrari,1,kimi-raikkonen,19,pirelli,37,7
20.850,alphatauri,honda,2,pierre-gasly,20,pirelli,45,10
23.182,haas,ferrari,2,nikita-mazepin,21,pirelli,45,9
21.472,aston-martin,mercedes,2,lance-stroll,22,pirelli,46,18
21.431,ferrari,ferrari,1,carlos-sainz-jr,23,pirelli,48,55
20.841,aston-martin,mercedes,2,sebastian-vettel,24,pirelli,49,5
26.604,alphatauri,honda,2,yuki-tsunoda,25,pirelli,51,22
21.421,mercedes,mercedes,2,lewis-hamilton,26,pirelli,53,44
21.236,red-bull,honda,2,max-verstappen,27,pirelli,60,33
