engineManufacturerId,constructorId,position,points
honda,red-bull,1,286
mercedes,mercedes,2,242
mercedes,mclaren,3,141
ferrari,ferrari,4,122
honda,alphatauri,5,48
mercedes,aston-martin,6,44
renault,alpine,7,32
ferrari,alfa-romeo,8,2
mercedes,williams,9,0
ferrari,haas,10,0
