time,constructorId,engineManufacturerId,stop,driverId,position,tyreManufacturerId,lap,driverNumber
22.569,red-bull,honda,1,max-verstappen,1,pirelli,1,33
23.715,haas,ferrari,1,nikita-mazepin,2,pirelli,1,9
38.267,mclaren,mercedes,1,lando-norris,3,pirelli,1,4
26.573,alfa-romeo,ferrari,1,antonio-giovinazzi,4,pirelli,1,99
24:09.259,mercedes,mercedes,1,lewis-hamilton,5,pirelli,2,44
24:10.190,alpine,renault,1,esteban-ocon,6,pirelli,2,31
24:11.890,aston-martin,mercedes,1,sebastian-vettel,7,pirelli,2,5
24:12.527,ferrari,ferrari,1,carlos-sainz-jr,8,pirelli,2,55
24:13.630,alphatauri,honda,1,yuki-tsunoda,9,pirelli,2,22
24:14.435,williams,mercedes,1,nicholas-latifi,10,pirelli,2,6
24:14.979,alpine,renault,1,fernando-alonso,11,pirelli,2,14
24:17.487,williams,mercedes,1,george-russell,12,pirelli,2,63
24:17.844,alfa-romeo,ferrari,1,kimi-raikkonen,13,pirelli,2,7
24:17.042,haas,ferrari,1,mick-schumacher,14,pirelli,2,47
24:17.615,alphatauri,honda,1,pierre-gasly,15,pirelli,2,10
24:17.127,mclaren,mercedes,1,daniel-ricciardo,16,pirelli,2,3
24:16.349,red-bull,honda,2,max-verstappen,17,pirelli,2,33
24:17.420,haas,ferrari,2,nikita-mazepin,18,pirelli,2,9
24:16.349,alfa-romeo,ferrari,2,antonio-giovinazzi,19,pirelli,2,99
39.522,alpine,renault,2,esteban-ocon,20,pirelli,3,31
40.882,aston-martin,mercedes,2,sebastian-vettel,21,pirelli,3,5
42.786,ferrari,ferrari,2,carlos-sainz-jr,22,pirelli,3,55
40.740,alphatauri,honda,2,yuki-tsunoda,23,pirelli,3,22
39.081,williams,mercedes,2,nicholas-latifi,24,pirelli,3,6
37.122,alpine,renault,2,fernando-alonso,25,pirelli,3,14
35.451,alfa-romeo,ferrari,2,kimi-raikkonen,26,pirelli,3,7
29.374,williams,mercedes,2,george-russell,27,pirelli,3,63
36.813,haas,ferrari,2,mick-schumacher,28,pirelli,3,47
39.839,alphatauri,honda,2,pierre-gasly,29,pirelli,3,10
34.492,mclaren,mercedes,2,daniel-ricciardo,30,pirelli,3,3
35.245,red-bull,honda,3,max-verstappen,31,pirelli,3,33
36.899,alfa-romeo,ferrari,3,antonio-giovinazzi,32,pirelli,3,99
21.731,mercedes,mercedes,2,lewis-hamilton,33,pirelli,4,44
29.191,alfa-romeo,ferrari,4,antonio-giovinazzi,34,pirelli,11,99
36.457,alfa-romeo,ferrari,3,kimi-raikkonen,35,pirelli,15,7
21.516,mercedes,mercedes,3,lewis-hamilton,36,pirelli,19,44
21.623,mclaren,mercedes,3,daniel-ricciardo,37,pirelli,20,3
21.047,red-bull,honda,4,max-verstappen,38,pirelli,20,33
22.186,williams,mercedes,3,george-russell,39,pirelli,21,63
21.819,alphatauri,honda,3,yuki-tsunoda,40,pirelli,22,22
22.704,williams,mercedes,3,nicholas-latifi,41,pirelli,23,6
21.295,alphatauri,honda,3,pierre-gasly,42,pirelli,30,10
21.951,ferrari,ferrari,3,carlos-sainz-jr,43,pirelli,32,55
21.874,alfa-romeo,ferrari,5,antonio-giovinazzi,44,pirelli,33,99
22.113,haas,ferrari,3,mick-schumacher,45,pirelli,34,47
22.703,aston-martin,mercedes,3,sebastian-vettel,46,pirelli,36,5
21.642,alpine,renault,3,esteban-ocon,47,pirelli,37,31
21.523,alpine,renault,3,fernando-alonso,48,pirelli,39,14
20.848,red-bull,honda,5,max-verstappen,49,pirelli,40,33
21.208,mercedes,mercedes,4,lewis-hamilton,50,pirelli,47,44
21.172,alfa-romeo,ferrari,4,kimi-raikkonen,51,pirelli,53,7
21.543,alphatauri,honda,4,pierre-gasly,52,pirelli,68,10
