time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:17.555,red-bull,honda,,,21,max-verstappen,1,pirelli,33
1:17.616,mercedes,mercedes,+0.061,+0.061,26,valtteri-bottas,2,pirelli,77
1:17.722,mercedes,mercedes,+0.106,+0.167,25,lewis-hamilton,3,pirelli,44
1:18.115,ferrari,ferrari,+0.393,+0.560,24,carlos-sainz-jr,4,pirelli,55
1:18.181,alphatauri,honda,+0.066,+0.626,27,pierre-gasly,5,pirelli,10
1:18.385,alpine,renault,+0.204,+0.830,26,fernando-alonso,6,pirelli,14
1:18.391,ferrari,ferrari,+0.006,+0.836,23,charles-leclerc,7,pirelli,16
1:18.466,red-bull,honda,+0.075,+0.911,20,sergio-perez,8,pirelli,11
1:18.649,mclaren,mercedes,+0.183,+1.094,26,lando-norris,9,pirelli,4
1:18.755,aston-martin,mercedes,+0.106,+1.200,25,lance-stroll,10,pirelli,18
1:18.765,alpine,renault,+0.010,+1.210,26,esteban-ocon,11,pirelli,31
1:18.770,alphatauri,honda,+0.005,+1.215,18,yuki-tsunoda,12,pirelli,22
1:18.989,aston-martin,mercedes,+0.219,+1.434,22,sebastian-vettel,13,pirelli,5
1:19.265,mclaren,mercedes,+0.276,+1.710,27,daniel-ricciardo,14,pirelli,3
1:19.724,williams,mercedes,+0.459,+2.169,24,george-russell,15,pirelli,63
1:19.824,williams,mercedes,+0.100,+2.269,24,nicholas-latifi,16,pirelli,6
1:20.383,haas,ferrari,+0.559,+2.828,26,mick-schumacher,17,pirelli,47
1:20.639,alfa-romeo,ferrari,+0.256,+3.084,23,robert-kubica,18,pirelli,88
1:20.992,haas,ferrari,+0.353,+3.437,23,nikita-mazepin,19,pirelli,9
1:21.889,alfa-romeo,ferrari,+0.897,+4.334,5,antonio-giovinazzi,20,pirelli,99
