constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
alpine,renault,28.2,fernando-alonso,1,pirelli,14
alpine,renault,17.8,esteban-ocon,2,pirelli,31
mercedes,mercedes,12.6,lewis-hamilton,3,pirelli,44
aston-martin,mercedes,9.7,sebastian-vettel,4,pirelli,5
ferrari,ferrari,5,carlos-sainz-jr,5,pirelli,55
