time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:15.419,mercedes,mercedes,,lewis-hamilton,1,pirelli,44
1:15.734,mercedes,mercedes,,valtteri-bottas,2,pirelli,77
1:15.840,red-bull,honda,,max-verstappen,3,pirelli,33
1:16.421,red-bull,honda,,sergio-perez,4,pirelli,11
1:16.483,alphatauri,honda,,pierre-gasly,5,pirelli,10
1:16.489,mclaren,mercedes,,lando-norris,6,pirelli,4
1:16.496,ferrari,ferrari,,charles-leclerc,7,pirelli,16
1:16.653,alpine,renault,,esteban-ocon,8,pirelli,31
1:16.715,alpine,renault,,fernando-alonso,9,pirelli,14
1:16.750,aston-martin,mercedes,,sebastian-vettel,10,pirelli,5
1:16.871,mclaren,mercedes,,daniel-ricciardo,11,pirelli,3
1:16.893,aston-martin,mercedes,,lance-stroll,12,pirelli,18
1:17.564,alfa-romeo,ferrari,,kimi-raikkonen,13,pirelli,7
1:17.583,alfa-romeo,ferrari,,antonio-giovinazzi,14,pirelli,99
,ferrari,ferrari,,carlos-sainz-jr,15,pirelli,55
1:17.919,alphatauri,honda,,yuki-tsunoda,16,pirelli,22
1:17.944,williams,mercedes,,george-russell,17,pirelli,63
1:18.036,williams,mercedes,,nicholas-latifi,18,pirelli,6
1:18.922,haas,ferrari,,nikita-mazepin,19,pirelli,9
,haas,ferrari,,mick-schumacher,20,pirelli,47
