driverId,position,points
lewis-hamilton,1,195
max-verstappen,2,187
lando-norris,3,113
valtteri-bottas,4,108
sergio-perez,5,104
carlos-sainz-jr,6,83
charles-leclerc,7,80
pierre-gasly,8,50
daniel-ricciardo,9,50
esteban-ocon,10,39
fernando-alonso,11,38
sebastian-vettel,12,30
yuki-tsunoda,13,18
lance-stroll,14,18
nicholas-latifi,15,6
george-russell,16,4
kimi-raikkonen,17,2
antonio-giovinazzi,18,1
mick-schumacher,19,0
nikita-mazepin,20,0
