constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,27.2,carlos-sainz-jr,1,pirelli,55
mclaren,mercedes,12.3,lando-norris,2,pirelli,4
red-bull,honda-rbpt,9.2,max-verstappen,3,pirelli,1
williams,mercedes,8.1,franco-colapinto,4,pirelli,43
ferrari,ferrari,7.4,charles-leclerc,5,pirelli,16
