engineManufacturerId,constructorId,position,points
mercedes,mclaren,1,566
ferrari,ferrari,2,537
honda-rbpt,red-bull,3,512
mercedes,mercedes,4,366
mercedes,aston-martin,5,86
ferrari,haas,6,46
honda-rbpt,rb,7,36
mercedes,williams,8,17
renault,alpine,9,14
ferrari,kick-sauber,10,0
