time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:17.998,mercedes,mercedes,,,24,george-russell,1,pirelli,63
1:18.315,ferrari,ferrari,+0.317,+0.317,25,carlos-sainz-jr,2,pirelli,55
1:18.699,rb,honda-rbpt,+0.384,+0.701,24,yuki-tsunoda,3,pirelli,22
1:18.839,red-bull,honda-rbpt,+0.140,+0.841,14,max-verstappen,4,pirelli,1
1:18.904,haas,ferrari,+0.065,+0.906,18,nico-hulkenberg,5,pirelli,27
1:18.958,mclaren,mercedes,+0.054,+0.960,24,oscar-piastri,6,pirelli,81
1:18.996,alpine,renault,+0.038,+0.998,22,esteban-ocon,7,pirelli,31
1:19.048,kick-sauber,ferrari,+0.052,+1.050,24,valtteri-bottas,8,pirelli,77
1:19.093,rb,honda-rbpt,+0.045,+1.095,26,liam-lawson,9,pirelli,30
1:19.094,red-bull,honda-rbpt,+0.001,+1.096,23,sergio-perez,10,pirelli,11
1:19.109,williams,mercedes,+0.015,+1.111,21,franco-colapinto,11,pirelli,43
1:19.200,mercedes,mercedes,+0.091,+1.202,19,andrea-kimi-antonelli,12,pirelli,12
1:19.295,mclaren,mercedes,+0.095,+1.297,21,patricio-oward,13,pirelli,29
1:19.335,haas,ferrari,+0.040,+1.337,23,kevin-magnussen,14,pirelli,20
1:19.340,alpine,renault,+0.005,+1.342,20,pierre-gasly,15,pirelli,10
1:19.600,aston-martin,mercedes,+0.260,+1.602,18,lance-stroll,16,pirelli,18
1:19.812,williams,mercedes,+0.212,+1.814,7,alexander-albon,17,pirelli,23
1:19.819,aston-martin,mercedes,+0.007,+1.821,17,felipe-drugovich,18,pirelli,34
1:19.988,kick-sauber,ferrari,+0.169,+1.990,18,robert-shwartzman,19,pirelli,97
1:21.256,ferrari,ferrari,+1.268,+3.258,7,oliver-bearman,20,pirelli,38
