id,round,date,grandPrixId,officialName,qualifyingFormat,circuitId,circuitType,direction,courseLength,turns,laps,distance
1056,21,2021-12-05,saudi-arabia,Formula 1 stc Saudi Arabian Grand Prix 2021,KNOCKOUT,jeddah,STREET,ANTI_CLOCKWISE,6.174,27,50,308.45
