time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:29.786,mercedes,mercedes,,,21,lewis-hamilton,1,pirelli,44
1:29.842,red-bull,honda,+0.056,+0.056,23,max-verstappen,2,pirelli,33
1:30.009,mercedes,mercedes,+0.167,+0.223,24,valtteri-bottas,3,pirelli,77
1:30.263,alphatauri,honda,+0.254,+0.477,28,pierre-gasly,4,pirelli,10
1:30.318,alfa-romeo,ferrari,+0.055,+0.532,27,antonio-giovinazzi,5,pirelli,99
1:30.564,ferrari,ferrari,+0.246,+0.778,26,carlos-sainz-jr,6,pirelli,55
1:30.600,ferrari,ferrari,+0.036,+0.814,26,charles-leclerc,7,pirelli,16
1:30.608,mclaren,mercedes,+0.008,+0.822,25,daniel-ricciardo,8,pirelli,3
1:30.842,alpine,renault,+0.234,+1.056,27,fernando-alonso,9,pirelli,14
1:30.886,aston-martin,mercedes,+0.044,+1.100,25,sebastian-vettel,10,pirelli,5
1:30.960,red-bull,honda,+0.074,+1.174,27,sergio-perez,11,pirelli,11
1:31.023,alpine,renault,+0.063,+1.237,29,esteban-ocon,12,pirelli,31
1:31.029,mclaren,mercedes,+0.006,+1.243,23,lando-norris,13,pirelli,4
1:31.044,aston-martin,mercedes,+0.015,+1.258,25,lance-stroll,14,pirelli,18
1:31.099,alphatauri,honda,+0.055,+1.313,26,yuki-tsunoda,15,pirelli,22
1:31.296,alfa-romeo,ferrari,+0.197,+1.510,26,kimi-raikkonen,16,pirelli,7
1:31.343,williams,mercedes,+0.047,+1.557,28,george-russell,17,pirelli,63
1:31.525,haas,ferrari,+0.182,+1.739,24,mick-schumacher,18,pirelli,47
1:31.821,williams,mercedes,+0.296,+2.035,27,nicholas-latifi,19,pirelli,6
1:33.464,haas,ferrari,+1.643,+3.678,23,nikita-mazepin,20,pirelli,9
