time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:28.100,red-bull,honda,,,20,max-verstappen,1,pirelli,33
1:28.314,mercedes,mercedes,+0.214,+0.214,23,lewis-hamilton,2,pirelli,44
1:28.629,red-bull,honda,+0.315,+0.529,21,sergio-perez,3,pirelli,11
1:28.641,alphatauri,honda,+0.012,+0.541,20,yuki-tsunoda,4,pirelli,22
1:28.715,alphatauri,honda,+0.074,+0.615,22,pierre-gasly,5,pirelli,10
1:29.019,mercedes,mercedes,+0.304,+0.919,19,valtteri-bottas,6,pirelli,77
1:29.101,ferrari,ferrari,+0.082,+1.001,22,charles-leclerc,7,pirelli,16
1:29.149,ferrari,ferrari,+0.048,+1.049,19,carlos-sainz-jr,8,pirelli,55
1:29.177,alpine,renault,+0.028,+1.077,19,esteban-ocon,9,pirelli,31
1:29.300,mclaren,mercedes,+0.123,+1.200,18,lando-norris,10,pirelli,4
1:29.418,alpine,renault,+0.118,+1.318,21,fernando-alonso,11,pirelli,14
1:29.590,alfa-romeo,ferrari,+0.172,+1.490,20,antonio-giovinazzi,12,pirelli,99
1:29.689,alfa-romeo,ferrari,+0.099,+1.589,24,kimi-raikkonen,13,pirelli,7
1:29.717,mclaren,mercedes,+0.028,+1.617,19,daniel-ricciardo,14,pirelli,3
1:30.030,aston-martin,mercedes,+0.313,+1.930,14,lance-stroll,15,pirelli,18
1:30.034,williams,mercedes,+0.004,+1.934,17,george-russell,16,pirelli,63
1:30.296,aston-martin,mercedes,+0.262,+2.196,15,sebastian-vettel,17,pirelli,5
1:30.366,williams,mercedes,+0.070,+2.266,17,nicholas-latifi,18,pirelli,6
1:30.933,haas,ferrari,+0.567,+2.833,20,mick-schumacher,19,pirelli,47
1:30.979,haas,ferrari,+0.046,+2.879,23,nikita-mazepin,20,pirelli,9
