engineManufacturerId,constructorId,position,points
mercedes,mercedes,1,587.5
honda,red-bull,2,559.5
ferrari,ferrari,3,307.5
mercedes,mclaren,4,269
renault,alpine,5,149
honda,alphatauri,6,120
mercedes,aston-martin,7,77
mercedes,williams,8,23
ferrari,alfa-romeo,9,13
ferrari,haas,10,0
