time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:30.734,mercedes,mercedes,,,lewis-hamilton,1,pirelli,47,44
1:31.408,mercedes,mercedes,+0.674,+0.674,valtteri-bottas,2,pirelli,47,77
1:31.488,red-bull,honda,+0.080,+0.754,max-verstappen,3,pirelli,35,33
1:31.601,ferrari,ferrari,+0.113,+0.867,charles-leclerc,4,pirelli,46,16
1:31.633,alpine,renault,+0.032,+0.899,fernando-alonso,5,pirelli,46,14
1:31.797,alpine,renault,+0.164,+1.063,esteban-ocon,6,pirelli,47,31
1:31.851,ferrari,ferrari,+0.054,+1.117,carlos-sainz-jr,7,pirelli,37,55
1:31.914,mclaren,mercedes,+0.063,+1.180,lando-norris,8,pirelli,49,4
1:32.297,alphatauri,honda,+0.383,+1.563,pierre-gasly,9,pirelli,46,10
1:32.506,alphatauri,honda,+0.209,+1.772,yuki-tsunoda,10,pirelli,44,22
1:32.716,mclaren,mercedes,+0.210,+1.982,daniel-ricciardo,11,pirelli,43,3
1:32.751,williams,mercedes,+0.035,+2.017,nicholas-latifi,12,pirelli,49,6
1:32.778,alfa-romeo,ferrari,+0.027,+2.044,kimi-raikkonen,13,pirelli,45,7
1:32.804,aston-martin,mercedes,+0.026,+2.070,lance-stroll,14,pirelli,45,18
1:32.865,alfa-romeo,ferrari,+0.061,+2.131,antonio-giovinazzi,15,pirelli,37,99
1:34.030,aston-martin,mercedes,+1.165,+3.296,sebastian-vettel,16,pirelli,41,5
1:34.138,red-bull,honda,+0.108,+3.404,sergio-perez,17,pirelli,9,11
1:36.043,haas,ferrari,+1.905,+5.309,mick-schumacher,18,pirelli,8,47
1:36.130,williams,mercedes,+0.087,+5.396,george-russell,19,pirelli,7,63
1:37.043,haas,ferrari,+0.913,+6.309,nikita-mazepin,20,pirelli,7,9
