time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:27.420,mclaren,mercedes,,,26,lando-norris,1,pirelli,4
1:27.554,aston-martin,mercedes,+0.134,+0.134,22,lance-stroll,2,pirelli,18
1:27.631,mclaren,mercedes,+0.077,+0.211,18,oscar-piastri,3,pirelli,81
1:27.729,red-bull,honda-rbpt,+0.098,+0.309,25,max-verstappen,4,pirelli,1
1:27.738,mercedes,mercedes,+0.009,+0.318,26,george-russell,5,pirelli,63
1:27.794,aston-martin,mercedes,+0.056,+0.374,27,fernando-alonso,6,pirelli,14
1:27.858,mercedes,mercedes,+0.064,+0.438,26,lewis-hamilton,7,pirelli,44
1:27.903,ferrari,ferrari,+0.045,+0.483,26,charles-leclerc,8,pirelli,16
1:27.925,ferrari,ferrari,+0.022,+0.505,27,carlos-sainz-jr,9,pirelli,55
1:27.974,alpine,renault,+0.049,+0.554,24,esteban-ocon,10,pirelli,31
1:28.082,haas,ferrari,+0.108,+0.662,22,nico-hulkenberg,11,pirelli,27
1:28.254,kick-sauber,ferrari,+0.172,+0.834,26,valtteri-bottas,12,pirelli,77
1:28.477,rb,honda-rbpt,+0.223,+1.057,24,daniel-ricciardo,13,pirelli,3
1:28.536,haas,ferrari,+0.059,+1.116,25,oliver-bearman,14,pirelli,50
1:28.590,kick-sauber,ferrari,+0.054,+1.170,24,guanyu-zhou,15,pirelli,24
1:28.649,williams,mercedes,+0.059,+1.229,25,alexander-albon,16,pirelli,23
1:28.735,alpine,renault,+0.086,+1.315,22,jack-doohan,17,pirelli,61
1:29.078,williams,mercedes,+0.343,+1.658,24,franco-colapinto,18,pirelli,45
1:29.270,red-bull,honda-rbpt,+0.192,+1.850,15,isack-hadjar,19,pirelli,37
1:29.864,rb,honda-rbpt,+0.594,+2.444,5,yuki-tsunoda,20,pirelli,22
