constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
mercedes,mercedes,36.1,lewis-hamilton,1,pirelli,44
mclaren,mercedes,15.7,lando-norris,2,pirelli,4
red-bull,honda-rbpt,13.4,max-verstappen,3,pirelli,1
haas,ferrari,6.6,nico-hulkenberg,4,pirelli,27
mclaren,mercedes,6.4,oscar-piastri,5,pirelli,81
