engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,373
ferrari,ferrari,2,302
mercedes,mclaren,3,295
mercedes,mercedes,4,221
mercedes,aston-martin,5,68
honda-rbpt,rb,6,31
ferrari,haas,7,27
renault,alpine,8,9
mercedes,williams,9,4
ferrari,kick-sauber,10,0
