time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:44.297,ferrari,ferrari,,carlos-sainz-jr,1,pirelli,55
1:44.462,red-bull,rbpt,,sergio-perez,2,pirelli,11
1:45.368,alpine,renault,,fernando-alonso,3,pirelli,14
1:45.503,mercedes,mercedes,,lewis-hamilton,4,pirelli,44
1:45.776,mercedes,mercedes,,george-russell,5,pirelli,63
1:45.837,williams,mercedes,,alexander-albon,6,pirelli,23
1:45.767,mclaren,mercedes,,daniel-ricciardo,7,pirelli,3
1:46.611,aston-martin,mercedes,,lance-stroll,9,pirelli,18
1:46.344,aston-martin,mercedes,,sebastian-vettel,10,pirelli,5
1:46.401,williams,mercedes,,nicholas-latifi,11,pirelli,6
1:46.557,haas,ferrari,,kevin-magnussen,12,pirelli,20
1:47.866,alfa-romeo,ferrari,,valtteri-bottas,13,pirelli,77
1:43.665,red-bull,rbpt,SFB,max-verstappen,14,pirelli,1
1:44.553,ferrari,ferrari,SFB,charles-leclerc,15,pirelli,16
1:45.180,alpine,renault,SFB,esteban-ocon,16,pirelli,31
1:46.178,mclaren,mercedes,SFB,lando-norris,17,pirelli,4
1:46.085,alfa-romeo,ferrari,SFB,guanyu-zhou,18,pirelli,24
1:47.718,haas,ferrari,SFB,mick-schumacher,19,pirelli,47
1:46.692,alphatauri,rbpt,SFB,yuki-tsunoda,20,pirelli,22
1:45.827,alphatauri,rbpt,,pierre-gasly,PL,pirelli,10
