constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,31.9,max-verstappen,1,pirelli,1
aston-martin,mercedes,7.6,sebastian-vettel,2,pirelli,5
williams,mercedes,6.8,alexander-albon,3,pirelli,23
ferrari,ferrari,6.5,charles-leclerc,4,pirelli,16
mercedes,mercedes,6.4,george-russell,5,pirelli,63
