engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,475
ferrari,ferrari,2,357
mercedes,mercedes,3,316
renault,alpine,4,115
mercedes,mclaren,5,95
ferrari,alfa-romeo,6,51
ferrari,haas,7,34
rbpt,alphatauri,8,29
mercedes,aston-martin,9,24
mercedes,williams,10,4
