q1,constructorId,q2,engineManufacturerId,interval,gap,q3,driverId,laps,position,tyreManufacturerId,driverNumber
1:44.581,red-bull,1:44.723,rbpt,,,1:43.665,max-verstappen,9,1,pirelli,1
1:45.050,ferrari,1:45.418,ferrari,+0.632,+0.632,1:44.297,carlos-sainz-jr,14,2,pirelli,55
1:45.377,red-bull,1:44.794,rbpt,+0.165,+0.797,1:44.462,sergio-perez,12,3,pirelli,11
1:45.572,ferrari,1:44.551,ferrari,+0.091,+0.888,1:44.553,charles-leclerc,14,4,pirelli,16
1:46.039,alpine,1:45.475,renault,+0.627,+1.515,1:45.180,esteban-ocon,15,5,pirelli,31
1:46.075,alpine,1:45.552,renault,+0.188,+1.703,1:45.368,fernando-alonso,16,6,pirelli,14
1:45.736,mercedes,1:45.420,mercedes,+0.135,+1.838,1:45.503,lewis-hamilton,20,7,pirelli,44
1:45.650,mercedes,1:45.461,mercedes,+0.273,+2.111,1:45.776,george-russell,20,8,pirelli,63
1:45.672,williams,1:45.675,mercedes,+0.061,+2.172,1:45.837,alexander-albon,18,9,pirelli,23
1:45.745,mclaren,1:45.603,mercedes,+0.341,+2.513,1:46.178,lando-norris,14,10,pirelli,4
1:46.212,mclaren,1:45.767,mercedes,,,,daniel-ricciardo,9,11,pirelli,3
1:46.183,alphatauri,1:45.827,rbpt,,,,pierre-gasly,12,12,pirelli,10
1:46.178,alfa-romeo,1:46.085,ferrari,,,,guanyu-zhou,12,13,pirelli,24
1:46.256,aston-martin,1:46.611,mercedes,,,,lance-stroll,12,14,pirelli,18
1:46.342,haas,1:47.718,ferrari,,,,mick-schumacher,13,15,pirelli,47
1:46.344,aston-martin,,mercedes,,,,sebastian-vettel,6,16,pirelli,5
1:46.401,williams,,mercedes,,,,nicholas-latifi,7,17,pirelli,6
1:46.557,haas,,ferrari,,,,kevin-magnussen,6,18,pirelli,20
1:46.692,alphatauri,,rbpt,,,,yuki-tsunoda,6,19,pirelli,22
1:47.866,alfa-romeo,,ferrari,,,,valtteri-bottas,5,20,pirelli,77
