time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:46.538,ferrari,ferrari,,,16,carlos-sainz-jr,1,pirelli,55
1:46.607,ferrari,ferrari,+0.069,+0.069,16,charles-leclerc,2,pirelli,16
1:46.755,red-bull,rbpt,+0.148,+0.217,10,max-verstappen,3,pirelli,1
1:47.396,mercedes,mercedes,+0.641,+0.858,13,george-russell,4,pirelli,63
1:47.437,aston-martin,mercedes,+0.041,+0.899,13,lance-stroll,5,pirelli,18
1:47.835,williams,mercedes,+0.398,+1.297,15,alexander-albon,6,pirelli,23
1:48.081,mclaren,mercedes,+0.246,+1.543,14,daniel-ricciardo,7,pirelli,3
1:48.310,alphatauri,rbpt,+0.229,+1.772,17,yuki-tsunoda,8,pirelli,22
1:48.420,mercedes,mercedes,+0.110,+1.882,10,lewis-hamilton,9,pirelli,44
1:48.474,red-bull,rbpt,+0.054,+1.936,13,sergio-perez,10,pirelli,11
1:48.485,williams,mercedes,+0.011,+1.947,13,nicholas-latifi,11,pirelli,6
1:48.672,alfa-romeo,ferrari,+0.187,+2.134,16,guanyu-zhou,12,pirelli,24
1:49.470,mclaren,mercedes,+0.798,+2.932,15,lando-norris,13,pirelli,4
1:49.664,alpine,renault,+0.194,+3.126,17,fernando-alonso,14,pirelli,14
1:49.813,aston-martin,mercedes,+0.149,+3.275,12,sebastian-vettel,15,pirelli,5
1:50.315,alpine,renault,+0.502,+3.777,5,esteban-ocon,16,pirelli,31
1:50.982,haas,ferrari,+0.667,+4.444,9,kevin-magnussen,17,pirelli,20
1:51.259,haas,ferrari,+0.277,+4.721,15,mick-schumacher,18,pirelli,47
1:52.065,alphatauri,rbpt,+0.806,+5.527,14,liam-lawson,19,pirelli,40
,alfa-romeo,ferrari,,,2,valtteri-bottas,20,pirelli,77
