time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:49.354,red-bull,rbpt,,,max-verstappen,1,pirelli,32,1
1:49.984,ferrari,ferrari,+0.630,+0.630,charles-leclerc,2,pirelli,44,16
1:50.764,red-bull,rbpt,+0.780,+1.410,sergio-perez,3,pirelli,29,11
1:50.793,mercedes,mercedes,+0.029,+1.439,george-russell,4,pirelli,31,63
1:51.678,mclaren,mercedes,+0.885,+2.324,lando-norris,5,pirelli,31,4
1:51.717,alpine,renault,+0.039,+2.363,esteban-ocon,6,pirelli,36,31
1:51.977,ferrari,ferrari,+0.260,+2.623,carlos-sainz-jr,7,pirelli,32,55
1:52.256,williams,mercedes,+0.279,+2.902,nicholas-latifi,8,pirelli,38,6
1:52.317,alfa-romeo,ferrari,+0.061,+2.963,guanyu-zhou,9,pirelli,30,24
1:52.436,alphatauri,rbpt,+0.119,+3.082,yuki-tsunoda,10,pirelli,32,22
1:52.515,aston-martin,mercedes,+0.079,+3.161,sebastian-vettel,11,pirelli,40,5
1:52.646,haas,ferrari,+0.131,+3.292,mick-schumacher,12,pirelli,35,47
1:52.868,alpine,renault,+0.222,+3.514,fernando-alonso,13,pirelli,35,14
1:52.880,aston-martin,mercedes,+0.012,+3.526,lance-stroll,14,pirelli,29,18
1:53.002,alphatauri,rbpt,+0.122,+3.648,pierre-gasly,15,pirelli,24,10
1:53.055,williams,mercedes,+0.053,+3.701,alexander-albon,16,pirelli,28,23
1:53.080,mclaren,mercedes,+0.025,+3.726,daniel-ricciardo,17,pirelli,34,3
1:53.332,haas,ferrari,+0.252,+3.978,kevin-magnussen,18,pirelli,29,20
