driverId,position,points
max-verstappen,1,26
sergio-perez,2,18
carlos-sainz-jr,3,15
charles-leclerc,4,12
george-russell,5,10
lando-norris,6,8
lewis-hamilton,7,6
oscar-piastri,8,4
fernando-alonso,9,2
lance-stroll,10,1
guanyu-zhou,11,0
kevin-magnussen,12,0
daniel-ricciardo,13,0
yuki-tsunoda,14,0
alexander-albon,15,0
nico-hulkenberg,16,0
esteban-ocon,17,0
pierre-gasly,18,0
valtteri-bottas,19,0
logan-sargeant,20,0
