constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
ferrari,ferrari,31.4,carlos-sainz-jr,1,pirelli,55
red-bull,honda-rbpt,13.3,max-verstappen,2,pirelli,1
red-bull,honda-rbpt,11.4,sergio-perez,3,pirelli,11
ferrari,ferrari,8,charles-leclerc,4,pirelli,16
mclaren,mercedes,5.2,lando-norris,5,pirelli,4
