driverId,position,points
max-verstappen,1,181
sergio-perez,2,147
charles-leclerc,3,138
carlos-sainz-jr,4,127
george-russell,5,111
lewis-hamilton,6,93
lando-norris,7,58
valtteri-bottas,8,46
esteban-ocon,9,39
fernando-alonso,10,28
pierre-gasly,11,16
kevin-magnussen,12,16
sebastian-vettel,13,15
daniel-ricciardo,14,15
yuki-tsunoda,15,11
guanyu-zhou,16,5
mick-schumacher,17,4
alexander-albon,18,3
lance-stroll,19,3
nicholas-latifi,20,0
nico-hulkenberg,21,0
