time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:42.249,alfa-romeo,ferrari,,,9,valtteri-bottas,1,pirelli,77
1:42.781,mercedes,mercedes,+0.532,+0.532,10,lewis-hamilton,2,pirelli,44
1:42.967,ferrari,ferrari,+0.186,+0.718,8,carlos-sainz-jr,3,pirelli,55
1:43.801,ferrari,ferrari,+0.834,+1.552,7,charles-leclerc,4,pirelli,16
1:43.895,haas,ferrari,+0.094,+1.646,3,mick-schumacher,5,pirelli,47
1:46.171,alfa-romeo,ferrari,+2.276,+3.922,4,guanyu-zhou,6,pirelli,24
1:48.161,haas,ferrari,+1.990,+5.912,3,kevin-magnussen,7,pirelli,20
1:51.243,aston-martin,mercedes,+3.082,+8.994,5,lance-stroll,8,pirelli,18
1:51.373,alphatauri,rbpt,+0.130,+9.124,5,yuki-tsunoda,9,pirelli,22
1:59.168,aston-martin,mercedes,+7.795,+16.919,5,sebastian-vettel,10,pirelli,5
,mercedes,mercedes,,,2,george-russell,11,pirelli,63
,red-bull,rbpt,,,3,sergio-perez,12,pirelli,11
,alpine,renault,,,2,esteban-ocon,13,pirelli,31
,alpine,renault,,,1,fernando-alonso,14,pirelli,14
,williams,mercedes,,,1,alexander-albon,15,pirelli,23
,mclaren,mercedes,,,4,daniel-ricciardo,16,pirelli,3
,alphatauri,rbpt,,,3,pierre-gasly,17,pirelli,10
,mclaren,mercedes,,,4,lando-norris,18,pirelli,4
,williams,mercedes,,,1,nicholas-latifi,19,pirelli,6
,red-bull,rbpt,,,3,max-verstappen,20,pirelli,1
