time,constructorId,engineManufacturerId,gridPenalty,driverId,position,tyreManufacturerId,driverNumber
1:40.983,ferrari,ferrari,,carlos-sainz-jr,1,pirelli,55
1:41.055,red-bull,rbpt,,max-verstappen,2,pirelli,1
1:41.298,ferrari,ferrari,,charles-leclerc,3,pirelli,16
1:41.616,red-bull,rbpt,,sergio-perez,4,pirelli,11
1:41.995,mercedes,mercedes,,lewis-hamilton,5,pirelli,44
1:42.084,mclaren,mercedes,,lando-norris,6,pirelli,4
1:42.116,alpine,renault,,fernando-alonso,7,pirelli,14
1:42.161,mercedes,mercedes,,george-russell,8,pirelli,63
1:42.719,alfa-romeo,ferrari,,guanyu-zhou,9,pirelli,24
2:03.095,williams,mercedes,,nicholas-latifi,10,pirelli,6
1:43.702,alphatauri,rbpt,,pierre-gasly,11,pirelli,10
1:44.232,alfa-romeo,ferrari,,valtteri-bottas,12,pirelli,77
1:44.311,alphatauri,rbpt,,yuki-tsunoda,13,pirelli,22
1:44.355,mclaren,mercedes,,daniel-ricciardo,14,pirelli,3
1:45.190,alpine,renault,,esteban-ocon,15,pirelli,31
1:42.078,williams,mercedes,,alexander-albon,16,pirelli,23
1:42.159,haas,ferrari,,kevin-magnussen,17,pirelli,20
1:42.666,aston-martin,mercedes,,sebastian-vettel,18,pirelli,5
1:42.708,haas,ferrari,,mick-schumacher,19,pirelli,47
1:43.430,aston-martin,mercedes,,lance-stroll,20,pirelli,18
