constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,rbpt,20.7,sergio-perez,1,pirelli,11
mercedes,mercedes,20,lewis-hamilton,2,pirelli,44
ferrari,ferrari,11.1,carlos-sainz-jr,3,pirelli,55
ferrari,ferrari,9,charles-leclerc,4,pirelli,16
haas,ferrari,7.1,mick-schumacher,5,pirelli,47
