time,constructorId,engineManufacturerId,interval,gap,laps,driverId,position,tyreManufacturerId,driverNumber
1:27.901,red-bull,rbpt,,,18,max-verstappen,1,pirelli,1
1:28.311,red-bull,rbpt,+0.410,+0.410,21,sergio-perez,2,pirelli,11
1:28.348,ferrari,ferrari,+0.037,+0.447,21,charles-leclerc,3,pirelli,16
1:28.426,mercedes,mercedes,+0.078,+0.525,21,george-russell,4,pirelli,63
1:28.488,mercedes,mercedes,+0.062,+0.587,24,lewis-hamilton,5,pirelli,44
1:28.689,ferrari,ferrari,+0.201,+0.788,21,carlos-sainz-jr,6,pirelli,55
1:29.102,mclaren,mercedes,+0.413,+1.201,20,lando-norris,7,pirelli,4
1:29.185,alfa-romeo,ferrari,+0.083,+1.284,20,valtteri-bottas,8,pirelli,77
1:29.510,haas,ferrari,+0.325,+1.609,21,mick-schumacher,9,pirelli,47
1:29.520,alpine,renault,+0.010,+1.619,20,fernando-alonso,10,pirelli,14
1:29.552,alpine,renault,+0.032,+1.651,24,esteban-ocon,11,pirelli,31
1:29.593,aston-martin,mercedes,+0.041,+1.692,25,sebastian-vettel,12,pirelli,5
1:29.752,alfa-romeo,ferrari,+0.159,+1.851,17,guanyu-zhou,13,pirelli,24
1:29.780,williams,mercedes,+0.028,+1.879,22,alexander-albon,14,pirelli,23
1:29.885,alphatauri,rbpt,+0.105,+1.984,23,pierre-gasly,15,pirelli,10
1:29.892,aston-martin,mercedes,+0.007,+1.991,26,lance-stroll,16,pirelli,18
1:30.039,alphatauri,rbpt,+0.147,+2.138,22,yuki-tsunoda,17,pirelli,22
1:30.293,mclaren,mercedes,+0.254,+2.392,21,daniel-ricciardo,18,pirelli,3
1:30.489,williams,mercedes,+0.196,+2.588,16,nicholas-latifi,19,pirelli,6
1:30.523,haas,ferrari,+0.034,+2.622,19,kevin-magnussen,20,pirelli,20
