engineManufacturerId,constructorId,position,points
rbpt,red-bull,1,328
ferrari,ferrari,2,265
mercedes,mercedes,3,204
mercedes,mclaren,4,73
renault,alpine,5,67
ferrari,alfa-romeo,6,51
rbpt,alphatauri,7,27
ferrari,haas,8,20
mercedes,aston-martin,9,18
mercedes,williams,10,3
