time,constructorId,engineManufacturerId,interval,gap,driverId,position,tyreManufacturerId,lap,driverNumber
1:30.510,mercedes,mercedes,,,lewis-hamilton,1,pirelli,52,44
1:30.813,ferrari,ferrari,+0.303,+0.303,carlos-sainz-jr,2,pirelli,44,55
1:30.937,red-bull,rbpt,+0.124,+0.427,sergio-perez,3,pirelli,47,11
1:31.282,ferrari,ferrari,+0.345,+0.772,charles-leclerc,4,pirelli,52,16
1:31.609,alpine,renault,+0.327,+1.099,fernando-alonso,5,pirelli,47,14
1:31.645,mclaren,mercedes,+0.036,+1.135,lando-norris,6,pirelli,47,4
1:32.109,haas,ferrari,+0.464,+1.599,mick-schumacher,7,pirelli,48,47
1:32.354,red-bull,rbpt,+0.245,+1.844,max-verstappen,8,pirelli,44,1
1:32.379,aston-martin,mercedes,+0.025,+1.869,lance-stroll,9,pirelli,52,18
1:32.471,aston-martin,mercedes,+0.092,+1.961,sebastian-vettel,10,pirelli,52,5
1:32.644,mclaren,mercedes,+0.173,+2.134,daniel-ricciardo,11,pirelli,34,3
1:32.661,haas,ferrari,+0.017,+2.151,kevin-magnussen,12,pirelli,52,20
1:33.286,williams,mercedes,+0.625,+2.776,nicholas-latifi,13,pirelli,48,6
1:33.537,alpine,renault,+0.251,+3.027,esteban-ocon,14,pirelli,37,31
1:33.832,alphatauri,rbpt,+0.295,+3.322,yuki-tsunoda,15,pirelli,51,22
1:34.614,alphatauri,rbpt,+0.782,+4.104,pierre-gasly,16,pirelli,18,10
1:35.103,alfa-romeo,ferrari,+0.489,+4.593,valtteri-bottas,17,pirelli,19,77
