engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,860
mercedes,mercedes,2,409
ferrari,ferrari,3,406
mercedes,mclaren,4,302
mercedes,aston-martin,5,280
renault,alpine,6,120
mercedes,williams,7,28
honda-rbpt,alphatauri,8,25
ferrari,alfa-romeo,9,16
ferrari,haas,10,12
