constructorId,engineManufacturerId,percentage,driverId,position,tyreManufacturerId,driverNumber
red-bull,honda-rbpt,15.5,max-verstappen,1,pirelli,1
ferrari,ferrari,14.8,charles-leclerc,2,pirelli,16
alphatauri,honda-rbpt,14.6,yuki-tsunoda,3,pirelli,22
mclaren,mercedes,8,lando-norris,4,pirelli,4
red-bull,honda-rbpt,7.3,sergio-perez,5,pirelli,11
