engineManufacturerId,constructorId,position,points
honda-rbpt,red-bull,1,503
mercedes,mercedes,2,247
mercedes,aston-martin,3,196
ferrari,ferrari,4,191
mercedes,mclaren,5,103
renault,alpine,6,57
mercedes,williams,7,11
ferrari,haas,8,11
ferrari,alfa-romeo,9,9
honda-rbpt,alphatauri,10,3
